Url	Store1	Price1	Extras1	Store2	Price2	Extras2	Store3	Price3	Extras3	Store4	Price4	Extras4	Store5	Price5	Extras5	Store6	Price6	Extras6	Store7	Price7	Extras7	Store8	Price8	Extras8	Store9	Price9	Extras9	Store10	Price10	Extras10
https://www.google.com/search?q=23100107721	Chewy.com	$23.99	No tax	Walmart	$23.99		Amazon.com	$23.99		Jet.com	$23.99		Pets Warehouse	$32.25	No tax	eBay	$28.99	Free shipping	Opentip.com	$32.29	No tax
